F,MSFT,FB,NFLX,GOOG  ,TSLA ,Ibov,SELIC,usd_brl,GOLD
12.019059366061,64.349554972923,132.18,142.45,823.31,252.95,66033.0,13.0,3.159,120.0
11.903584015867,63.713689805206,130.98,141.22,802.32,250.63,64301.0,13.0,3.131,118.45
11.893961070017,63.2441278352,130.32,140.71,796.79,251.93,64670.0,13.0,3.1264,121.69
11.855469286619,62.197395943728,133.23,140.78,795.695,249.24,64836.0,13.0,3.1473,120.41
11.816977503221,61.796311761014,130.84,139.2,798.53,251.55,64578.0,13.0,3.119,120.0
12.086419987008,62.295221354146,130.98,140.25,801.49,251.33,64953.0,13.0,3.1235,121.0
12.04792820361,62.256091189979,132.06,140.97,801.34,257.77,63992.0,13.0,3.1173,123.2
11.874715178318,62.050657828101,131.84,144.0,806.97,257.48,64198.0,13.0,3.1298,122.3
11.913206961716,61.962614958725,134.2,144.74,808.38,262.08,64835.0,13.0,3.1248,122.27
11.913206961716,62.666957913734,134.14,144.14,809.56,269.2,64964.0,13.0,3.1179,123.59
12.03830525776,62.608262667483,134.19,144.82,813.67,269.23,66124.0,13.0,3.1149,123.0
12.086419987008,63.312605622493,134.05,143.2,819.24,280.6,66967.0,13.0,3.1169,122.0
12.173026499654,63.547386607496,133.85,140.82,820.45,280.98,66712.0,13.0,3.0998,121.0
12.153780607955,63.508020098834,133.44,142.27,818.98,279.76,67975.0,13.0,3.0773,120.6
12.067174095309,63.498178471668,133.84,142.01,824.16,268.95,67814.0,13.0,3.0504,122.0
12.105665878707,63.596594743323,133.53,142.22,828.07,272.23,67748.0,13.0,3.0944,122.8
12.211518283052,63.468653590172,133.72,142.6,831.66,277.39,69052.0,13.0,3.0964,122.3
12.192272391353,63.340712437021,136.12,143.86,830.76,273.51,68589.0,13.0,3.0818,121.6
12.086419987008,63.596594743323,135.36,142.78,831.33,255.99,67461.0,12.25,3.0632,122.4
11.999813474362,63.596594743323,135.44,143.25,828.64,257.0,66662.0,12.25,3.0987,124.2
12.211518283052,63.911526812618,137.42,142.65,835.24,250.02,66988.0,12.25,3.097,124.2
12.182649445503,62.996255486229,136.76,139.53,830.63,250.48,65854.0,12.25,3.1132,123.5
12.173026499654,63.2324545382,137.17,139.14,829.08,251.57,66785.0,12.25,3.1358,123.7
12.04792820361,63.252137792531,137.42,141.94,827.78,251.21,66341.0,12.25,3.1105,121.7
11.990190528513,63.380078945682,137.3,141.43,831.91,248.59,65742.0,12.25,3.1179,120.8
12.057551149459,63.960734948446,137.72,140.32,835.37,246.87,64718.0,12.25,3.1471,122.4
12.028682311911,63.704852642143,138.24,140.53,838.68,244.9,64585.0,12.25,3.1729,121.7
12.057551149459,63.901685185453,138.79,140.89,843.25,243.69,64675.0,12.25,3.1617,120.75
12.067174095309,63.685169387812,139.6,143.52,845.54,246.17,65534.0,12.25,3.1535,120.5
12.076797041158,63.389920572848,139.32,143.19,845.62,258.0,64699.0,12.25,3.1633,121.8
12.173026499654,63.724535896474,139.72,145.25,847.2,255.73,66234.0,12.25,3.1623,121.0
12.221141228901,63.616277997654,139.99,144.39,848.78,262.05,65782.0,12.25,3.1074,122.0
12.009436420212,63.84263542246,139.84,145.11,852.12,261.5,64209.0,12.25,3.1069,121.45
11.816977503221,63.901685185453,139.94,145.83,848.4,261.92,64884.0,12.25,3.0892,121.0
11.278092535648,63.193088029538,138.51,142.42,830.46,250.68,62980.0,12.25,3.0759,121.0
11.326207264895,64.000101457108,139.59,142.65,829.59,255.01,63521.0,12.25,3.0933,122.6
11.2299778064,63.84263542246,139.53,141.84,817.58,254.78,63530.0,12.25,3.1242,124.2
11.181863077152,63.95089332128,140.34,142.02,814.43,263.16,63853.0,12.25,3.1276,123.5
11.02789594356,64.068992847266,140.32,144.06,819.51,270.22,64308.0,12.25,3.125,125.5
11.210731914701,64.25598376341,141.76,145.17,820.92,277.45,64640.0,12.25,3.1297,125.41
11.239600752249,64.433133052389,142.65,146.47,831.41,277.38,65528.0,12.25,3.1223,125.1
11.239600752249,64.66933210436,142.41,148.06,831.5,277.92,65265.0,12.25,3.1241,124.5
11.201108968851,64.816956511842,142.05,147.81,829.56,278.3,64984.0,12.25,3.1678,125.0
11.008650051861,64.511866069713,142.28,146.92,838.55,298.52,65211.0,12.25,3.1161,123.9
10.941289430914,64.689015358691,141.73,145.5,834.57,303.7,65768.0,12.25,3.1225,124.5
10.835437026569,64.521707696878,141.85,143.62,831.41,295.0,64774.0,12.25,3.0917,124.3
10.845059972419,64.689015358691,141.17,143.74,827.88,298.7,64222.0,12.25,3.1154,126.45
10.806568189021,64.639807222864,140.78,143.11,824.67,302.54,64593.0,12.25,3.1296,127.5
10.82581408072,64.492182815382,141.04,143.85,824.73,312.39,64649.0,12.25,3.1403,126.0
10.854682918268,64.442974679554,139.92,144.35,823.35,308.71,64359.0,12.25,3.1418,127.5
10.806568189021,64.196934000417,139.58,143.83,824.32,296.84,63891.0,12.25,3.1457,129.5
10.691092838826,63.921368439784,139.39,142.92,823.56,304.0,62826.0,11.25,3.1263,129.0
10.854682918268,64.442974679554,141.42,147.25,837.17,301.44,64334.0,11.25,3.103,126.55
10.864305864118,64.354400035065,140.96,143.36,836.82,300.25,64158.0,11.25,3.0952,128.6
10.913068457763,64.009943084273,142.27,139.76,838.21,305.52,63406.0,11.25,3.1288,128.0
11.186138982175,64.462657933885,143.8,141.18,841.65,302.51,63760.0,11.25,3.1447,128.3
11.147128907259,66.460508248477,145.47,143.83,862.76,308.03,64389.0,11.25,3.1245,127.2
11.195891500904,66.844331707931,146.49,152.16,872.3,313.79,65148.0,11.25,3.1571,128.0
11.312921725652,66.755757063442,146.56,150.17,871.624,310.17,64861.0,11.25,3.1841,129.0
11.186138982175,67.188788658723,147.7,153.08,874.25,308.605,64676.0,11.25,3.1757,129.1
11.186138982175,67.375779574867,150.25,152.2,905.96,314.0025,65403.0,11.25,3.1978,129.0
10.64975045208,68.202476256767,152.78,156.45,916.44,318.89,66721.0,11.25,3.1718,126.52
10.796038233015,67.985960459127,151.8,155.59,927.04,310.765,66093.0,11.25,3.1483,123.9
10.727770601912,67.720236525659,150.85,157.25,931.66,295.46,64862.0,11.25,3.1774,124.6
10.864305864118,67.907227441803,150.24,156.6,927.13,308.35,65709.0,11.25,3.1758,125.1
10.854553345389,67.84817767881,151.06,156.38,934.3,307.0,65526.0,11.25,3.1932,124.7
10.883810901576,67.946593950465,150.48,157.46,932.17,321.3592,66277.0,11.25,3.1851,123.5
10.766780676828,68.212317883933,150.29,160.28,928.78,325.22,67349.0,11.25,3.16,123.5
10.737523120641,67.375779574867,150.04,158.54,930.6,323.1,67537.0,11.25,3.1553,122.6
10.64975045208,67.297046557543,150.33,160.81,932.22,324.81,68221.0,11.25,3.1284,122.8
10.669255489538,67.34625469337,150.19,160.02,937.08,315.88,68474.0,11.25,3.1005,122.5
10.669255489538,68.694557615041,149.78,159.41,943.0,317.01,68684.0,11.25,3.0918,122.8
10.493710152415,66.784451056951,144.85,153.2,919.62,306.11,67540.0,11.25,3.107,125.3
10.522967708602,67.012080335894,147.66,155.7,930.24,313.06,61597.0,11.25,3.3756,133.99
10.600987858435,66.992286485551,148.06,157.02,934.01,310.83,62639.0,11.25,3.2872,130.0
10.825295789202,67.744452798582,148.24,157.16,941.86,310.35,61673.0,11.25,3.2857,132.99
10.776533195557,67.972082077525,148.07,157.95,948.82,303.86,62662.0,11.25,3.2648,130.5
10.688760526996,68.061154404068,150.04,157.75,954.96,310.22,63257.0,11.25,3.2623,131.5
10.591235339706,68.902393043641,151.96,163.05,969.54,316.83,63226.0,11.25,3.2818,132.0
10.659502970809,69.248785424642,152.13,162.43,971.47,325.14,64085.0,11.25,3.2608,131.6
10.805790751744,69.684250132186,152.38,163.22,975.88,335.1,63962.0,11.25,3.2653,131.0
10.84480082666,69.120125397413,151.46,163.07,964.86,341.01,62711.0,11.25,3.2431,131.0
11.127623869801,69.377445451871,151.53,162.99,966.95,340.37,62288.0,10.25,3.2301,130.0
11.069108757427,71.020335030332,153.61,165.18,975.6,339.85,62510.0,10.25,3.2395,132.0
10.971583570137,71.534975139247,153.63,165.06,983.68,347.32,62450.0,10.25,3.2814,135.08
10.84480082666,71.772501343362,152.81,165.17,976.57,352.85,62954.0,10.25,3.2811,135.49
10.796038233015,71.643841316133,153.12,165.61,981.08,359.65,63170.0,10.25,3.2741,134.9
10.825295789202,71.203428146004,154.71,165.88,983.41,370.0,62755.0,10.25,3.2832,132.8
10.854553345389,69.595177805643,149.63,158.03,949.83,357.32,62210.0,10.25,3.2734,133.36
11.000841126324,69.060743846385,148.44,151.44,942.9,359.01,61700.0,10.25,3.298,134.0
10.991088607595,69.921776336301,150.68,152.72,953.4,375.95,61828.0,10.25,3.3202,134.5
10.94232601395,69.545693179786,150.25,152.2,950.76,380.66,61922.0,10.25,3.283,132.4
10.94232601395,69.278476200157,150.64,152.38,939.78,371.4,61626.0,10.25,3.2886,134.0
10.961831051408,70.139508690073,152.87,153.4,957.37,369.8,62014.0,10.25,3.2969,131.0
10.84480082666,69.189403873614,152.25,152.05,950.63,372.24,60766.0,10.25,3.3139,133.0
10.766780676828,69.545693179786,153.91,155.03,959.45,376.4,60761.0,10.25,3.3241,133.0
10.854553345389,69.535796254614,153.4,154.89,957.09,382.61,61272.0,10.25,3.3356,132.3
10.766780676828,70.476004145902,155.07,158.03,965.59,383.45,61087.0,10.25,3.3336,134.0
10.903315939034,69.803013234243,153.59,157.5,952.27,377.49,62188.0,10.25,3.3122,131.5
10.805790751744,68.496619111612,150.58,151.03,927.33,362.37,61675.0,10.25,3.3166,132.6
10.815543270473,69.080537696728,153.24,153.41,940.49,371.24,62017.0,10.25,3.3024,131.5
10.893563420305,67.784040499267,151.04,150.09,917.79,360.75,62238.0,10.25,3.2946,131.0
10.913068457763,68.219505206811,150.98,149.41,908.73,361.61,62899.0,10.25,3.3076,131.5
11.273911650736,67.467338893781,148.43,146.17,898.7,352.62,63279.0,10.25,3.3009,130.4
11.020346163782,68.367959084383,150.34,147.61,911.94,327.09,63154.0,10.25,3.3187,128.0
10.903315939034,67.863215900639,148.82,146.25,906.69,308.89,62470.0,10.25,3.3058,129.0
10.981336088866,68.744042240898,151.44,150.18,918.59,313.22,62322.0,10.25,3.2889,127.1
11.059356238698,69.258682349814,153.5,152.67,928.8,316.05,63025.0,10.25,3.2644,126.8
11.098366313614,69.268579274985,155.27,154.33,930.09,327.22,63832.0,10.25,3.2516,126.8
11.186138982175,70.416622594873,158.9,158.75,943.83,329.52,64835.0,10.25,3.2258,126.04
11.312921725652,71.030231955503,159.26,158.17,947.16,323.41,65178.0,10.25,3.2102,125.4
11.390941875484,72.02982139782,159.97,161.12,955.99,327.78,65436.0,10.25,3.1893,125.0
11.449456987858,72.593946132593,159.73,161.7,953.42,319.57,65212.0,10.25,3.1815,126.0
11.459209506587,72.544461506735,162.86,183.6,965.4,328.24,65337.0,10.25,3.1662,125.15
11.53722965642,73.098689316337,164.14,183.86,970.89,325.26,65179.0,10.25,3.1527,125.48
11.556734693878,73.474772472852,164.53,183.6,968.15,329.92,64938.0,10.25,3.1396,123.95
11.388816326531,73.029410840136,164.43,188.54,972.92,328.4,64684.0,10.25,3.125,125.3
11.151755102041,72.841369261879,166.0,187.91,980.34,342.52,65099.0,10.25,3.1453,126.19
11.132,73.425287846995,165.28,186.97,950.7,339.6,65667.0,10.25,3.155,127.5
10.924571428571,73.286730894594,165.61,189.08,947.8,343.85,65010.0,10.25,3.1651,125.8
11.043102040816,72.405904554335,170.44,182.68,934.09,334.46,65277.0,9.25,3.1507,127.0
11.033224489796,72.287141452278,172.45,184.04,941.53,335.07,65497.0,9.25,3.1451,126.65
11.082612244898,71.970439846791,169.25,181.66,930.5,323.47,65920.0,9.25,3.1301,126.7
10.815918367347,71.831882894391,169.86,182.03,930.83,319.57,66516.0,9.25,3.1154,127.0
10.865306122449,71.515181288904,169.25,180.74,930.39,325.89,67135.0,9.25,3.1262,125.51
10.796163265306,71.406315112019,168.59,179.23,923.65,347.09,66777.0,9.25,3.1188,127.0
10.815918367347,71.930852146105,169.62,180.27,927.96,356.91,66897.0,9.25,3.1218,125.3
10.786285714286,71.653738241305,171.98,181.33,929.36,355.17,67939.0,9.25,3.1261,125.5
10.756653061224,72.039718322991,171.23,178.36,926.79,365.22,67898.0,9.25,3.1314,126.0
10.786285714286,71.723016717505,171.18,175.78,922.9,363.525,67671.0,9.25,3.1458,128.5
10.63812244898,70.673942649331,167.4,169.14,907.24,355.13,66992.0,9.25,3.1537,130.5
10.63812244898,71.752707493019,168.08,171.4,914.39,357.715,67358.0,9.25,3.1689,129.75
10.776408163265,72.831472336707,170.75,171.0,922.67,363.8,68284.0,9.25,3.1882,129.4
10.707265306122,72.85126618705,171.0,168.5,922.22,362.33,68355.0,9.25,3.197,129.4
10.667755102041,73.279100719424,170.0,169.98,926.96,362.91,68594.0,9.25,3.1664,129.0
10.509714285714,72.035395683453,166.91,166.09,910.98,351.92,67976.0,9.25,3.1597,130.11
10.430693877551,72.124942446043,167.41,166.54,910.67,347.46,68714.0,9.25,3.1648,129.5
10.440571428571,71.786654676259,167.78,166.76,906.66,337.86,68634.0,9.25,3.1437,131.5
10.519591836735,72.791568345324,169.64,169.34,924.69,341.35,70011.0,9.25,3.1533,130.85
10.578857142857,72.353784172662,168.71,169.06,927.0,352.77,70477.0,9.25,3.1563,129.6
10.578857142857,72.323935251799,167.74,168.13,921.28,352.93,71132.0,9.25,3.1398,129.6
10.687510204082,72.45328057554,166.32,165.95,915.89,348.05,71073.0,9.25,3.1456,129.6
10.65787755102,72.463230215827,167.24,167.12,913.81,345.66,71016.0,9.25,3.1557,132.4
10.707265306122,72.682122302158,168.05,168.81,921.29,347.36,71329.0,9.25,3.1689,132.3
10.806040816327,73.637287769784,169.92,174.69,929.57,353.18,70886.0,9.25,3.1632,132.9
10.89493877551,74.393460431655,172.0,174.71,939.33,355.9,70835.0,9.25,3.1465,132.0
11.211020408163,73.56764028777,172.02,174.74,937.34,355.4,71923.0,9.25,3.1327,132.6
11.220897959184,73.239302158273,170.72,174.52,928.45,349.59,72150.0,9.25,3.1197,133.0
11.359183673469,73.03035971223,172.09,179.25,927.81,344.53,73412.0,9.25,3.1127,132.0
11.220897959184,73.607438848921,170.95,176.42,926.5,343.4,73078.0,8.25,3.0902,132.0
11.270285714286,74.383510791367,173.51,181.74,929.08,363.69,74319.0,8.25,3.0846,131.0
11.448081632653,74.303913669065,172.96,185.15,932.07,362.75,74538.0,8.25,3.1138,132.31
11.477714285714,74.831244604317,173.05,183.64,935.09,366.23,74787.0,8.25,3.1337,133.0
11.418448979592,74.393460431655,170.96,182.63,925.11,377.64,74656.0,8.25,3.1348,132.0
11.477714285714,74.930741007194,171.58,182.1,920.29,379.81,75756.0,8.25,3.1249,131.6
11.487591836735,74.781496402878,170.01,184.62,915.0,385.0,75990.0,8.25,3.1233,132.0
11.576489795918,75.060086330935,172.52,185.68,921.81,375.1,75974.0,8.25,3.1317,131.99
11.566612244898,74.562604316547,172.17,185.51,931.58,373.91,76004.0,8.25,3.1275,130.8
11.576489795918,73.83628057554,171.11,188.78,932.45,366.48,75604.0,8.25,3.1341,131.7
11.695020408163,74.035273381295,170.54,187.35,928.53,351.09,75389.0,8.25,3.1279,134.5
11.793795918367,72.891064748201,162.87,178.55,920.97,344.99,74443.0,8.25,3.1406,135.0
11.783918367347,72.891064748201,164.21,179.38,924.86,345.25,74318.0,8.25,3.1668,134.0
11.803673469388,73.47809352518,167.68,181.97,944.49,340.97,73796.0,8.25,3.1926,134.27
11.813551020408,73.497992805755,168.73,180.7,949.5,339.6,73567.0,8.25,3.1865,134.0
11.823428571429,74.114870503597,170.81,181.35,959.11,341.1,74293.0,8.25,3.1674,133.1
11.941959183673,74.23426618705,169.47,177.01,953.27,341.53,74359.0,8.25,3.1636,131.0
12.188897959184,73.886028776978,169.96,179.19,957.79,348.14,76762.0,8.25,3.1496,131.0
12.149387755102,74.313863309353,168.42,184.45,951.68,355.01,76591.0,8.25,3.1309,129.0
12.1,75.587417266187,171.24,194.39,969.96,355.33,76617.0,8.25,3.1341,127.1
12.159265306122,75.61726618705,172.23,198.02,978.89,356.88,76054.0,8.25,3.1642,129.0
12.188897959184,75.905805755396,172.5,196.87,977.0,342.94,75726.0,8.25,3.1764,132.0
12.238285714286,75.905805755396,171.59,195.08,972.6,355.59,76897.0,8.25,3.1682,132.0
12.228408163265,76.035151079137,172.74,194.95,989.25,354.6,76659.0,8.25,3.1633,130.5
11.902448979592,77.099762589928,173.74,199.49,989.68,355.57,76989.0,8.25,3.1567,131.11
11.971591836735,77.258956834532,174.52,202.68,992.0,350.6,76891.0,8.25,3.1601,132.8
12.119755102041,77.199258992806,176.11,199.48,992.18,355.75,76201.0,8.25,3.1763,131.5
12.040734693878,77.219158273381,176.03,195.54,992.81,359.65,76591.0,8.25,3.1667,129.15
12.080244897959,77.517647482014,174.56,195.13,984.45,351.81,76283.0,8.25,3.1727,131.0
12.1,78.413115107914,174.98,194.16,988.2,345.1,76390.0,8.25,3.1827,129.5
12.04,78.433014388489,171.27,192.47,968.45,337.02,75413.0,8.25,3.1997,131.0
12.19,78.462863309353,171.8,196.02,970.54,337.34,76350.0,8.25,3.2464,132.0
12.07,78.234021582734,170.6,193.77,973.33,325.84,76671.0,8.25,3.2381,130.6
12.27,78.363366906475,170.63,195.21,972.56,326.17,75896.0,7.5,3.2438,131.1
12.06,83.387935251799,177.88,199.54,1019.27,320.87,75975.0,7.5,3.2795,133.0
12.1,83.467532374101,179.87,198.37,1017.11,320.08,74800.0,7.5,3.2541,133.5
12.27,82.761107913669,180.06,196.43,1016.64,331.53,74308.0,7.5,3.2763,133.5
12.35,82.761107913669,182.66,198.0,1025.5,321.08,73823.0,7.5,3.273,132.5
12.36,83.716273381295,178.92,200.01,1032.48,306.09,73915.0,7.5,3.2914,133.5
12.33,84.044611510791,180.17,200.13,1025.9,302.78,74310.0,7.5,3.2845,134.0
12.16,83.845618705036,180.25,195.89,1033.33,306.05,72414.0,7.5,3.2727,133.2
12.04,83.666525179856,179.3,193.9,1031.26,302.99,72930.0,7.5,3.2509,134.0
12.01,83.447633093525,178.46,192.02,1028.07,302.99,72165.0,7.5,3.2655,133.2
12.16,83.507330935252,178.77,195.08,1025.75,315.4,72475.0,7.5,3.2867,135.0
12.02,83.626726618705,178.07,195.71,1026.0,308.7,70826.0,7.5,3.2828,134.5
12.04,83.2,179.59,195.51,1032.5,312.5,72511.0,7.5,3.2802,133.1
12.01,82.4,179.0,193.2,1019.09,315.05,73437.0,7.5,3.2782,134.0
12.12,83.72,181.86,196.23,1034.49,317.81,74594.0,7.5,3.2585,131.5
12.07,83.11,180.87,196.32,1035.96,312.6,74518.0,7.5,3.2555,133.15
12.1,83.26,182.78,195.75,1040.61,315.55,74157.0,7.5,3.2294,133.5
12.11,83.87,183.03,195.05,1054.21,316.81,74058.0,7.5,3.2212,133.0
12.21,84.88,182.42,199.18,1047.41,317.55,74139.0,7.5,3.2226,133.0
12.56,83.34,175.13,188.15,1021.66,307.54,72700.0,7.5,3.213,131.3
12.52,84.17,177.18,187.58,1021.41,308.85,71970.0,7.5,3.261,132.0
12.58,84.26,175.1,186.82,1010.17,306.53,72264.0,7.5,3.263,134.5
12.63,81.08,171.47,184.04,998.68,305.2,73090.0,7.5,3.25,132.0
12.43,81.59,172.83,184.21,1005.15,303.7,72546.0,7.5,3.2316,131.5
12.38,82.78,176.06,185.3,1018.38,313.26,73268.0,7.5,3.2348,130.5
12.53,82.49,180.14,185.2,1030.93,311.24,72487.0,7.0,3.2886,131.5
12.61,84.16,179.0,188.54,1037.05,315.13,72731.0,7.0,3.2805,132.0
12.58,85.23,179.04,186.22,1041.1,328.91,72800.0,7.0,3.2839,130.1
12.6,85.58,176.96,185.73,1040.48,341.03,73813.0,7.0,3.3143,131.5
12.63,85.35,178.3,187.86,1040.61,339.03,72914.0,7.0,3.303,133.0
12.46,84.69,178.39,189.56,1049.15,337.89,72428.0,7.0,3.3326,132.6
12.58,86.85,180.18,190.12,1064.19,343.45,72607.0,7.0,3.3176,134.0
12.66,86.38,180.82,190.42,1077.14,338.87,73115.0,7.0,3.2875,132.0
12.69,85.83,179.51,187.02,1070.68,331.1,72680.0,7.0,3.2877,132.3
12.72,85.52,177.89,188.82,1064.95,328.98,73367.0,7.0,3.2903,132.3
12.63,85.5,177.45,188.62,1063.63,331.66,75133.0,7.0,3.3039,133.0
12.58,85.51,177.2,189.94,1060.12,325.2,75186.0,7.0,3.3203,135.75
12.6,85.4,175.99,187.76,1056.74,317.29,75707.0,7.0,3.3194,135.82
12.5,85.71,177.62,186.24,1049.37,311.64,76072.0,7.0,3.3024,134.48
12.58,85.72,177.92,192.71,1048.14,315.36,76402.0,7.0,3.3074,135.3
12.66,85.95,181.42,201.07,1065.0,320.53,77891.0,7.0,3.2691,136.3
12.76,86.35,184.67,205.05,1082.48,317.25,77995.0,7.0,3.2529,136.0
12.98,87.11,184.33,205.63,1086.4,314.62,78647.0,7.0,3.2312,135.9
13.2,88.19,186.85,209.99,1102.23,316.58,79071.0,7.0,3.2403,136.7
13.15,88.28,188.28,212.05,1106.94,336.41,79378.0,7.0,3.2351,135.4
13.08,88.22,187.87,209.31,1106.26,333.69,78863.0,7.0,3.2391,136.0
13.03,87.82,187.84,212.52,1102.61,334.8,78200.0,7.0,3.2461,136.5
13.16,88.08,187.77,217.24,1105.52,337.95,79365.0,7.0,3.2295,135.2
13.23,89.58,179.37,221.23,1122.26,336.22,79349.0,7.0,3.2192,136.3
13.1,88.35,178.39,221.53,1121.76,340.06,79831.0,7.0,3.2213,137.75
12.18,90.14,177.6,217.5,1131.98,347.16,81189.0,7.0,3.2318,137.72
12.07,90.1,179.8,220.33,1129.79,344.57,80962.0,7.0,3.2123,136.4
12.0,90.0,181.29,220.46,1137.51,350.02,81219.0,7.0,3.2081,136.4
12.02,91.61,185.37,227.58,1155.81,351.56,81675.0,7.0,3.1928,136.9
11.96,91.9,189.35,250.29,1169.97,352.79,80678.0,7.0,3.2243,138.8
12.05,91.82,186.55,261.279,1164.24,345.7404,83679.0,7.0,3.1964,136.5
11.65,94.06,190.0,274.6,1175.84,342.85,85530.0,7.0,3.1444,136.0
11.12,93.92,185.98,284.59,1175.58,349.53,84698.0,7.0,3.1648,136.9
10.97,95.01,186.89,270.3,1169.94,354.42,84912.0,7.0,3.1618,136.0
10.92,94.26,193.09,265.07,1167.7,349.25,85495.0,7.0,3.1724,136.8
10.71,91.78,190.28,267.43,1111.9,343.79,84041.0,7.0,3.2054,137.5
10.24,89.05,182.65,255.59,1064.35,333.7,81861.0,7.0,3.2349,138.0
10.76,91.33,185.31,265.72,1080.6,333.63,83894.0,7.0,3.2607,136.0
10.76,89.61,180.18,264.56,1048.58,345.0,82766.0,7.0,3.2461,138.4
10.43,84.89,171.5499,250.0542,1001.0,315.36,81532.0,6.75,3.2686,138.5
10.53,88.1,175.98,249.18,1035.88,310.11,80898.0,6.75,3.2815,139.5
10.74,90.81,179.52,266.0,1069.7,322.31,83542.0,6.75,3.2531,139.0
10.76,92.66,179.96,280.27,1089.52,334.065,84290.0,6.75,3.2202,140.0
10.61,92.0,177.36,278.52,1094.8,335.49,84524.0,6.75,3.2375,139.0
10.63,92.72,176.01,278.55,1102.46,334.77,85803.0,6.75,3.2501,138.5
10.6,91.49,177.91,281.04,1111.34,333.3,86051.0,6.75,3.2549,138.5
10.63,91.74,178.99,278.14,1106.63,346.17,86686.0,6.75,3.2592,138.6
10.7,94.06,183.29,285.93,1126.79,352.05,87293.0,6.75,3.2411,138.75
10.89,95.42,184.93,294.16,1143.75,357.42,87652.0,6.75,3.2345,139.1
10.61,94.2,181.46,290.61,1118.29,350.99,86935.0,6.75,3.2377,141.0
10.61,93.77,178.32,291.38,1104.73,343.06,85353.0,6.75,3.2443,141.0
10.29,92.85,175.94,290.39,1069.52,330.93,85377.0,6.75,3.2614,141.0
10.4,93.05,176.62,301.05,1078.92,335.12,85761.0,6.75,3.2608,139.01
10.58,93.64,180.4,315.0,1090.93,333.35,86022.0,6.75,3.2576,139.56
10.63,93.32,179.78,325.22,1095.06,328.2,85653.0,6.75,3.224,139.7
10.63,93.86,183.71,321.16,1109.64,332.3,85483.0,6.75,3.2312,139.07
10.61,94.43,182.34,317.0,1126.0,329.1,84984.0,6.75,3.2512,140.0
10.73,96.54,185.23,331.44,1160.04,327.17,86371.0,6.75,3.249,139.79
10.81,96.77,184.76,321.3,1164.5,345.51,86900.0,6.75,3.26,139.52
10.78,94.41,181.88,315.88,1138.17,341.84,86383.0,6.75,3.2486,140.5
11.02,93.85,184.19,321.55,1149.49,326.63,86050.0,6.75,3.2578,140.0
11.07,94.18,183.86,321.09,1149.58,325.6,84928.0,6.75,3.2853,139.54
11.15,94.6,185.09,318.45,1135.73,321.35,84886.0,6.75,3.2899,141.0
11.01,92.89,172.56,313.48,1099.82,313.56,83913.0,6.75,3.2905,140.2
10.99,93.13,168.15,317.5,1097.71,310.55,84163.0,6.75,3.2975,139.7
11.1,92.48,169.39,316.48,1090.88,316.53,84976.0,6.75,3.2915,140.0
10.75,89.79,164.89,306.7,1049.08,309.1,84767.0,6.5,3.3027,140.8
10.56,87.18,159.39,300.94,1021.57,301.54,84377.0,6.5,3.3035,145.0
10.83,93.78,160.06,320.35,1053.21,304.18,85087.0,6.5,3.3028,144.0
10.83,89.47,152.19,300.69,1005.1,279.18,83808.0,6.5,3.325,143.5
